char,補足
char,事項
char,注意
char,掲載雑誌
char,主旨
char,カテゴリ
char,アンケート
char,質問
char,要望
char,解答
char,要素
char,相談
char,食堂
char,店
char,売り場
char,地下
char,銀行
char,郵便局
char,図書館
char,美術館
char,博物館
char,鉄道
char,乗り場
char,駅
char,学校
char,問い合わせ
char,お問い合わせ内容
char,予約状況
char,メッセージ
char,題名
char,本文
char,教えてください
char,ご記入ください
char,記入ください
char,ご入力ください
char,入力してください
char,お答えください
boolean,ある
boolean,ない
boolean,有
boolean,無
boolean,希望する
boolean,希望しない
boolean,参加
boolean,欠席
boolean,はい
boolean,いいえ
boolean,のせる
boolean,のせない
boolean,はいる
boolean,はいらない
boolean,である
boolean,でない
boolean,得意
boolean,不得意
boolean,苦手
boolean,する
boolean,しない
boolean,達成
boolean,未達成
boolean,加入
boolean,未加入
boolean,殺傷
boolean,非殺傷
boolean,効率的
boolean,非効率的
boolean,加入
boolean,未加入
boolean,許可
boolean,無許可
boolean,可能
boolean,不可能
boolean,得意
boolean,不得意
boolean,得手
boolean,不得手
boolean,得意である
boolean,得意ではない
boolean,肯定
boolean,否定
boolean,是非
boolean,有無
boolean,要
boolean,不要
boolean,採用
boolean,不採用
boolean,一時申請
boolean,事前申請
boolean,予算内
boolean,予算外
radio,良好
radio,問題あり
radio,ご希望のプラン
radio,ご希望の時間帯
radio,お問い合わせの種類
radio,同意いたします
radio,同意しますか
radio,参加しますか
radio,旧姓があるお客様は「旧姓あり」を選択してください
radio,決裁
radio,否決
radio,条件付許可
radio,保留
check,複数可
check,複数選択可
check,ご報告区分
check,参加可能な時間帯をすべてお選びください
check,ご希望のサービス
check,同意する
check,個人情報保護方針への同意
check,気になる項目
check,きっかけ
check,軽減税率
check,チェック
drop,都道府県
drop,興味・関心のある学科
drop,ご報告区分
